cluster_id,archetype,accounts,avg_trades,avg_total_pnl,median_total_pnl,avg_win_rate,avg_trade_size,avg_consistency
2,Conviction Size Traders,2,9275.5,1871806.208834,1871806.208834,0.34837334339971593,9998.731054450287,950.4751602982324
0,Systematic Winners,7,15397.142857142857,462930.3587792857,379095.406711,0.49959990143356914,3094.2683678833105,1599.68116994867
3,Conviction Size Traders,3,8219.333333333334,390628.97525099997,308975.869716,0.4000560402407907,24666.43572270463,617.5364029426995
1,Balanced Opportunists,20,3011.45,104923.75472150001,66679.6387185,0.37504823875676757,3827.190734692208,217.24600241989893
